concelho,distrito,ano,dim_4_t,classificacao_nuts,valor
Vila Franca de Xira,Lisboa,2021,25 - 29 anos,2024,7819
Vila Franca de Xira,Lisboa,2021,65 - 69 anos,2024,7950
Vila Franca de Xira,Lisboa,2021,60 - 64 anos,2024,8393
Vila Franca de Xira,Lisboa,2021,30 - 34 anos,2024,8444
Vila Franca de Xira,Lisboa,2021,55 - 59 anos,2024,9036
Vila Franca de Xira,Lisboa,2021,35 - 39 anos,2024,9732
Vila Franca de Xira,Lisboa,2021,50 - 54 anos,2024,9782
Vila Franca de Xira,Lisboa,2021,40 - 44 anos,2024,11774
Vila Franca de Xira,Lisboa,2021,45 - 49 anos,2024,12078
Vila Franca de Xira,Lisboa,2021,Total,2024,140255
Vila Franca de Xira,Lisboa,2022,85 e mais anos,2024,3100
Vila Franca de Xira,Lisboa,2022,80 - 84 anos,2024,3557
Vila Franca de Xira,Lisboa,2022,75 - 79 anos,2024,5329
Vila Franca de Xira,Lisboa,2022,0 - 4 anos,2024,6539
Vila Franca de Xira,Lisboa,2022,5 - 9 anos,2024,7192
Vila Franca de Xira,Lisboa,2022,70 - 74 anos,2024,7213
Vila Franca de Xira,Lisboa,2022,10 - 14 anos,2024,7796
Vila Franca de Xira,Lisboa,2022,15 - 19 anos,2024,7876
Vila Franca de Xira,Lisboa,2022,65 - 69 anos,2024,8042
Vila Franca de Xira,Lisboa,2022,20 - 24 anos,2024,8228
Vila Franca de Xira,Lisboa,2022,60 - 64 anos,2024,8422
Vila Franca de Xira,Lisboa,2022,25 - 29 anos,2024,8561
Vila Franca de Xira,Lisboa,2022,30 - 34 anos,2024,9076
Vila Franca de Xira,Lisboa,2022,55 - 59 anos,2024,9209
Vila Franca de Xira,Lisboa,2022,35 - 39 anos,2024,9900
Vila Franca de Xira,Lisboa,2022,50 - 54 anos,2024,10280
Vila Franca de Xira,Lisboa,2022,40 - 44 anos,2024,11589
Vila Franca de Xira,Lisboa,2022,45 - 49 anos,2024,12610
Vila Franca de Xira,Lisboa,2022,Total,2024,144519
Vila Franca de Xira,Lisboa,2023,85 e mais anos,2024,3275
Vila Franca de Xira,Lisboa,2023,80 - 84 anos,2024,3690
Vila Franca de Xira,Lisboa,2023,75 - 79 anos,2024,5618
Vila Franca de Xira,Lisboa,2023,0 - 4 anos,2024,6552
Vila Franca de Xira,Lisboa,2023,70 - 74 anos,2024,7316
Vila Franca de Xira,Lisboa,2023,5 - 9 anos,2024,7360
Vila Franca de Xira,Lisboa,2023,10 - 14 anos,2024,7621
Vila Franca de Xira,Lisboa,2023,65 - 69 anos,2024,8002
Vila Franca de Xira,Lisboa,2023,15 - 19 anos,2024,8057
Vila Franca de Xira,Lisboa,2023,60 - 64 anos,2024,8511
Vila Franca de Xira,Lisboa,2023,20 - 24 anos,2024,8623
Vila Franca de Xira,Lisboa,2023,25 - 29 anos,2024,9126
Vila Franca de Xira,Lisboa,2023,55 - 59 anos,2024,9328
Vila Franca de Xira,Lisboa,2023,30 - 34 anos,2024,9792
Vila Franca de Xira,Lisboa,2023,35 - 39 anos,2024,10171
Vila Franca de Xira,Lisboa,2023,50 - 54 anos,2024,10677
Vila Franca de Xira,Lisboa,2023,40 - 44 anos,2024,11581
Vila Franca de Xira,Lisboa,2023,45 - 49 anos,2024,12855
Vila Franca de Xira,Lisboa,2023,Total,2024,148155
Vila Franca de Xira,Lisboa,2024,85 e mais anos,2024,3462
Vila Franca de Xira,Lisboa,2024,80 - 84 anos,2024,3814
Vila Franca de Xira,Lisboa,2024,75 - 79 anos,2024,5840
Vila Franca de Xira,Lisboa,2024,0 - 4 anos,2024,6552
Vila Franca de Xira,Lisboa,2024,5 - 9 anos,2024,7374
Vila Franca de Xira,Lisboa,2024,70 - 74 anos,2024,7417
Vila Franca de Xira,Lisboa,2024,10 - 14 anos,2024,7731
Vila Franca de Xira,Lisboa,2024,15 - 19 anos,2024,8073
Vila Franca de Xira,Lisboa,2024,65 - 69 anos,2024,8103
Vila Franca de Xira,Lisboa,2024,60 - 64 anos,2024,8524
Vila Franca de Xira,Lisboa,2024,20 - 24 anos,2024,8923
Vila Franca de Xira,Lisboa,2024,55 - 59 anos,2024,9416
Vila Franca de Xira,Lisboa,2024,25 - 29 anos,2024,9765
Vila Franca de Xira,Lisboa,2024,30 - 34 anos,2024,10215
Vila Franca de Xira,Lisboa,2024,35 - 39 anos,2024,10281
Vila Franca de Xira,Lisboa,2024,50 - 54 anos,2024,11219
Vila Franca de Xira,Lisboa,2024,40 - 44 anos,2024,11523
Vila Franca de Xira,Lisboa,2024,45 - 49 anos,2024,12952
Vila Franca de Xira,Lisboa,2024,Total,2024,151184
Vila Franca de Xira,Lisboa,2025,55 - 59 anos,2024,9533
Vila Franca de Xira,Lisboa,2025,60 - 64 anos,2024,8594
Vila Franca de Xira,Lisboa,2025,65 - 69 anos,2024,8012
Vila Franca de Xira,Lisboa,2025,70 - 74 anos,2024,7474
Vila Franca de Xira,Lisboa,2025,75 - 79 anos,2024,6068
Vila Franca de Xira,Lisboa,2025,80 - 84 anos,2024,4028
Vila Franca de Xira,Lisboa,2025,85 e mais anos,2024,3557
Vila Franca de Xira,Lisboa,2025,Total,2024,152007
Vila Franca de Xira,Lisboa,2025,0 - 4 anos,2024,6445
Vila Franca de Xira,Lisboa,2025,5 - 9 anos,2024,7172
Vila Franca de Xira,Lisboa,2025,10 - 14 anos,2024,7466
Vila Franca de Xira,Lisboa,2025,15 - 19 anos,2024,8049
Vila Franca de Xira,Lisboa,2025,20 - 24 anos,2024,8907
Vila Franca de Xira,Lisboa,2025,25 - 29 anos,2024,10170
Vila Franca de Xira,Lisboa,2025,30 - 34 anos,2024,10498
Vila Franca de Xira,Lisboa,2025,35 - 39 anos,2024,10496
Vila Franca de Xira,Lisboa,2025,40 - 44 anos,2024,11153
Vila Franca de Xira,Lisboa,2025,45 - 49 anos,2024,12629
Vila Franca de Xira,Lisboa,2025,50 - 54 anos,2024,11756
Vila Franca do Campo,Região Autónoma dos Açores,2020,85 e mais anos,2013,166
Vila Franca do Campo,Região Autónoma dos Açores,2020,80 - 84 anos,2013,186
Vila Franca do Campo,Região Autónoma dos Açores,2020,75 - 79 anos,2013,283
Vila Franca do Campo,Região Autónoma dos Açores,2020,70 - 74 anos,2013,387
Vila Franca do Campo,Região Autónoma dos Açores,2020,0 - 4 anos,2013,442
Vila Franca do Campo,Região Autónoma dos Açores,2020,65 - 69 anos,2013,501
Vila Franca do Campo,Região Autónoma dos Açores,2020,5 - 9 anos,2013,546
Vila Franca do Campo,Região Autónoma dos Açores,2020,10 - 14 anos,2013,608
Vila Franca do Campo,Região Autónoma dos Açores,2020,15 - 19 anos,2013,616
Vila Franca do Campo,Região Autónoma dos Açores,2020,30 - 34 anos,2013,659
Vila Franca do Campo,Região Autónoma dos Açores,2020,60 - 64 anos,2013,660
Vila Franca do Campo,Região Autónoma dos Açores,2020,20 - 24 anos,2013,714
Vila Franca do Campo,Região Autónoma dos Açores,2020,25 - 29 anos,2013,715
Vila Franca do Campo,Região Autónoma dos Açores,2020,35 - 39 anos,2013,724
Vila Franca do Campo,Região Autónoma dos Açores,2020,55 - 59 anos,2013,751
Vila Franca do Campo,Região Autónoma dos Açores,2020,50 - 54 anos,2013,760
Vila Franca do Campo,Região Autónoma dos Açores,2020,40 - 44 anos,2013,825
Vila Franca do Campo,Região Autónoma dos Açores,2020,45 - 49 anos,2013,835
Vila Franca do Campo,Região Autónoma dos Açores,2020,Total,2013,10378
Vila Franca do Campo,Região Autónoma dos Açores,2021,85 e mais anos,2024,181
Vila Franca do Campo,Região Autónoma dos Açores,2021,80 - 84 anos,2024,184
Vila Franca do Campo,Região Autónoma dos Açores,2021,75 - 79 anos,2024,288
Vila Franca do Campo,Região Autónoma dos Açores,2021,70 - 74 anos,2024,411
Vila Franca do Campo,Região Autónoma dos Açores,2021,0 - 4 anos,2024,415
Vila Franca do Campo,Região Autónoma dos Açores,2021,65 - 69 anos,2024,518
Vila Franca do Campo,Região Autónoma dos Açores,2021,5 - 9 anos,2024,528
Vila Franca do Campo,Região Autónoma dos Açores,2021,15 - 19 anos,2024,611
Vila Franca do Campo,Região Autónoma dos Açores,2021,10 - 14 anos,2024,612
Vila Franca do Campo,Região Autónoma dos Açores,2021,60 - 64 anos,2024,628
Vila Franca do Campo,Região Autónoma dos Açores,2021,20 - 24 anos,2024,659
Vila Franca do Campo,Região Autónoma dos Açores,2021,30 - 34 anos,2024,670
Vila Franca do Campo,Região Autónoma dos Açores,2021,35 - 39 anos,2024,700
Vila Franca do Campo,Região Autónoma dos Açores,2021,55 - 59 anos,2024,712
Vila Franca do Campo,Região Autónoma dos Açores,2021,25 - 29 anos,2024,718
Vila Franca do Campo,Região Autónoma dos Açores,2021,40 - 44 anos,2024,748
Vila Franca do Campo,Região Autónoma dos Açores,2021,50 - 54 anos,2024,752
Vila Franca do Campo,Região Autónoma dos Açores,2021,45 - 49 anos,2024,806
Vila Franca do Campo,Região Autónoma dos Açores,2021,Total,2024,10141
Vila Franca do Campo,Região Autónoma dos Açores,2022,80 - 84 anos,2024,174
Vila Franca do Campo,Região Autónoma dos Açores,2022,85 e mais anos,2024,183
Vila Franca do Campo,Região Autónoma dos Açores,2022,75 - 79 anos,2024,300
Vila Franca do Campo,Região Autónoma dos Açores,2022,0 - 4 anos,2024,418
Vila Franca do Campo,Região Autónoma dos Açores,2022,70 - 74 anos,2024,425
Vila Franca do Campo,Região Autónoma dos Açores,2022,5 - 9 anos,2024,506
Vila Franca do Campo,Região Autónoma dos Açores,2022,65 - 69 anos,2024,544
Vila Franca do Campo,Região Autónoma dos Açores,2022,10 - 14 anos,2024,597
Vila Franca do Campo,Região Autónoma dos Açores,2022,20 - 24 anos,2024,631
Vila Franca do Campo,Região Autónoma dos Açores,2022,15 - 19 anos,2024,635
Vila Franca do Campo,Região Autónoma dos Açores,2022,60 - 64 anos,2024,637
Vila Franca do Campo,Região Autónoma dos Açores,2022,30 - 34 anos,2024,686
Vila Franca do Campo,Região Autónoma dos Açores,2022,25 - 29 anos,2024,706
Vila Franca do Campo,Região Autónoma dos Açores,2022,35 - 39 anos,2024,717
Vila Franca do Campo,Região Autónoma dos Açores,2022,55 - 59 anos,2024,722
Vila Franca do Campo,Região Autónoma dos Açores,2022,40 - 44 anos,2024,732
Vila Franca do Campo,Região Autónoma dos Açores,2022,50 - 54 anos,2024,764
Vila Franca do Campo,Região Autónoma dos Açores,2022,45 - 49 anos,2024,802
Vila Franca do Campo,Região Autónoma dos Açores,2022,Total,2024,10179
Vila Franca do Campo,Região Autónoma dos Açores,2023,80 - 84 anos,2024,187
Vila Franca do Campo,Região Autónoma dos Açores,2023,85 e mais anos,2024,197
Vila Franca do Campo,Região Autónoma dos Açores,2023,75 - 79 anos,2024,319
Vila Franca do Campo,Região Autónoma dos Açores,2023,0 - 4 anos,2024,433
Vila Franca do Campo,Região Autónoma dos Açores,2023,70 - 74 anos,2024,450
Vila Franca do Campo,Região Autónoma dos Açores,2023,5 - 9 anos,2024,479
Vila Franca do Campo,Região Autónoma dos Açores,2023,65 - 69 anos,2024,553
Vila Franca do Campo,Região Autónoma dos Açores,2023,10 - 14 anos,2024,563
Vila Franca do Campo,Região Autónoma dos Açores,2023,20 - 24 anos,2024,619
Vila Franca do Campo,Região Autónoma dos Açores,2023,15 - 19 anos,2024,635
Vila Franca do Campo,Região Autónoma dos Açores,2023,60 - 64 anos,2024,658
Vila Franca do Campo,Região Autónoma dos Açores,2023,25 - 29 anos,2024,669
Vila Franca do Campo,Região Autónoma dos Açores,2023,35 - 39 anos,2024,701
Vila Franca do Campo,Região Autónoma dos Açores,2023,30 - 34 anos,2024,709
Vila Franca do Campo,Região Autónoma dos Açores,2023,50 - 54 anos,2024,725
Vila Franca do Campo,Região Autónoma dos Açores,2023,40 - 44 anos,2024,726
Vila Franca do Campo,Região Autónoma dos Açores,2023,55 - 59 anos,2024,755
Vila Franca do Campo,Região Autónoma dos Açores,2023,45 - 49 anos,2024,823
Vila Franca do Campo,Região Autónoma dos Açores,2023,Total,2024,10201
Vila Franca do Campo,Região Autónoma dos Açores,2024,85 e mais anos,2024,190
Vila Franca do Campo,Região Autónoma dos Açores,2024,80 - 84 anos,2024,208
Vila Franca do Campo,Região Autónoma dos Açores,2024,75 - 79 anos,2024,320
Vila Franca do Campo,Região Autónoma dos Açores,2024,0 - 4 anos,2024,416
Vila Franca do Campo,Região Autónoma dos Açores,2024,70 - 74 anos,2024,445
Vila Franca do Campo,Região Autónoma dos Açores,2024,5 - 9 anos,2024,477
Vila Franca do Campo,Região Autónoma dos Açores,2024,10 - 14 anos,2024,546
Vila Franca do Campo,Região Autónoma dos Açores,2024,65 - 69 anos,2024,589
Vila Franca do Campo,Região Autónoma dos Açores,2024,20 - 24 anos,2024,600
Vila Franca do Campo,Região Autónoma dos Açores,2024,15 - 19 anos,2024,602
Vila Franca do Campo,Região Autónoma dos Açores,2024,25 - 29 anos,2024,670
Vila Franca do Campo,Região Autónoma dos Açores,2024,60 - 64 anos,2024,671
Vila Franca do Campo,Região Autónoma dos Açores,2024,35 - 39 anos,2024,674
Vila Franca do Campo,Região Autónoma dos Açores,2024,30 - 34 anos,2024,723
Vila Franca do Campo,Região Autónoma dos Açores,2024,40 - 44 anos,2024,725
Vila Franca do Campo,Região Autónoma dos Açores,2024,55 - 59 anos,2024,757
Vila Franca do Campo,Região Autónoma dos Açores,2024,50 - 54 anos,2024,770
Vila Franca do Campo,Região Autónoma dos Açores,2024,45 - 49 anos,2024,795
Vila Franca do Campo,Região Autónoma dos Açores,2024,Total,2024,10178
Vila Franca do Campo,Região Autónoma dos Açores,2025,55 - 59 anos,2024,730
Vila Franca do Campo,Região Autónoma dos Açores,2025,60 - 64 anos,2024,685
Vila Franca do Campo,Região Autónoma dos Açores,2025,65 - 69 anos,2024,611
Vila Franca do Campo,Região Autónoma dos Açores,2025,70 - 74 anos,2024,472
Vila Franca do Campo,Região Autónoma dos Açores,2025,75 - 79 anos,2024,342
Vila Franca do Campo,Região Autónoma dos Açores,2025,80 - 84 anos,2024,218
Vila Franca do Campo,Região Autónoma dos Açores,2025,85 e mais anos,2024,182
Vila Franca do Campo,Região Autónoma dos Açores,2025,Total,2024,10181
Vila Franca do Campo,Região Autónoma dos Açores,2025,0 - 4 anos,2024,415
Vila Franca do Campo,Região Autónoma dos Açores,2025,5 - 9 anos,2024,454
Vila Franca do Campo,Região Autónoma dos Açores,2025,10 - 14 anos,2024,553
Vila Franca do Campo,Região Autónoma dos Açores,2025,15 - 19 anos,2024,599
Vila Franca do Campo,Região Autónoma dos Açores,2025,20 - 24 anos,2024,602
Vila Franca do Campo,Região Autónoma dos Açores,2025,25 - 29 anos,2024,654
Vila Franca do Campo,Região Autónoma dos Açores,2025,30 - 34 anos,2024,702
Vila Franca do Campo,Região Autónoma dos Açores,2025,35 - 39 anos,2024,660
Vila Franca do Campo,Região Autónoma dos Açores,2025,40 - 44 anos,2024,725
Vila Franca do Campo,Região Autónoma dos Açores,2025,45 - 49 anos,2024,779
Vila Franca do Campo,Região Autónoma dos Açores,2025,50 - 54 anos,2024,798
Vila Nova da Barquinha,Santarém,2020,25 - 29 anos,2013,294
Vila Nova da Barquinha,Santarém,2020,0 - 4 anos,2013,300
Vila Nova da Barquinha,Santarém,2020,85 e mais anos,2013,307
Vila Nova da Barquinha,Santarém,2020,10 - 14 anos,2013,312
Vila Nova da Barquinha,Santarém,2020,5 - 9 anos,2013,324
Vila Nova da Barquinha,Santarém,2020,20 - 24 anos,2013,327
Vila Nova da Barquinha,Santarém,2020,80 - 84 anos,2013,340
Vila Nova da Barquinha,Santarém,2020,30 - 34 anos,2013,353
Vila Nova da Barquinha,Santarém,2020,15 - 19 anos,2013,355
Vila Nova da Barquinha,Santarém,2020,75 - 79 anos,2013,402
Vila Nova da Barquinha,Santarém,2020,35 - 39 anos,2013,424
Vila Nova da Barquinha,Santarém,2020,65 - 69 anos,2013,431
Vila Nova da Barquinha,Santarém,2020,40 - 44 anos,2013,442
Vila Nova da Barquinha,Santarém,2020,70 - 74 anos,2013,453
Vila Nova da Barquinha,Santarém,2020,60 - 64 anos,2013,470
Vila Nova da Barquinha,Santarém,2020,55 - 59 anos,2013,503
Vila Nova da Barquinha,Santarém,2020,50 - 54 anos,2013,506
Vila Nova da Barquinha,Santarém,2020,45 - 49 anos,2013,544
Vila Nova da Barquinha,Santarém,2020,Total,2013,7087
Vila Nova da Barquinha,Santarém,2021,25 - 29 anos,2024,283
Vila Nova da Barquinha,Santarém,2021,0 - 4 anos,2024,293
Vila Nova da Barquinha,Santarém,2021,5 - 9 anos,2024,320
Vila Nova da Barquinha,Santarém,2021,15 - 19 anos,2024,327
Vila Nova da Barquinha,Santarém,2021,10 - 14 anos,2024,331
Vila Nova da Barquinha,Santarém,2021,80 - 84 anos,2024,342
Vila Nova da Barquinha,Santarém,2021,30 - 34 anos,2024,347
Vila Nova da Barquinha,Santarém,2021,85 e mais anos,2024,351
Vila Nova da Barquinha,Santarém,2021,20 - 24 anos,2024,363
Vila Nova da Barquinha,Santarém,2021,75 - 79 anos,2024,398
Vila Nova da Barquinha,Santarém,2021,35 - 39 anos,2024,435
Vila Nova da Barquinha,Santarém,2021,65 - 69 anos,2024,436
Vila Nova da Barquinha,Santarém,2021,70 - 74 anos,2024,445
Vila Nova da Barquinha,Santarém,2021,40 - 44 anos,2024,473
Vila Nova da Barquinha,Santarém,2021,60 - 64 anos,2024,481
Vila Nova da Barquinha,Santarém,2021,50 - 54 anos,2024,482
Vila Nova da Barquinha,Santarém,2021,45 - 49 anos,2024,498
Vila Nova da Barquinha,Santarém,2021,55 - 59 anos,2024,502
Vila Nova da Barquinha,Santarém,2021,Total,2024,7107
Vila Nova da Barquinha,Santarém,2022,25 - 29 anos,2024,281
Vila Nova da Barquinha,Santarém,2022,0 - 4 anos,2024,300
Vila Nova da Barquinha,Santarém,2022,80 - 84 anos,2024,330
Vila Nova da Barquinha,Santarém,2022,10 - 14 anos,2024,343
Vila Nova da Barquinha,Santarém,2022,5 - 9 anos,2024,345
Vila Nova da Barquinha,Santarém,2022,15 - 19 anos,2024,347
Vila Nova da Barquinha,Santarém,2022,20 - 24 anos,2024,364
Vila Nova da Barquinha,Santarém,2022,85 e mais anos,2024,365
Vila Nova da Barquinha,Santarém,2022,30 - 34 anos,2024,385
Vila Nova da Barquinha,Santarém,2022,75 - 79 anos,2024,412
Vila Nova da Barquinha,Santarém,2022,35 - 39 anos,2024,415
Vila Nova da Barquinha,Santarém,2022,70 - 74 anos,2024,431
Vila Nova da Barquinha,Santarém,2022,65 - 69 anos,2024,460
Vila Nova da Barquinha,Santarém,2022,60 - 64 anos,2024,482
Vila Nova da Barquinha,Santarém,2022,50 - 54 anos,2024,496
Vila Nova da Barquinha,Santarém,2022,40 - 44 anos,2024,497
Vila Nova da Barquinha,Santarém,2022,45 - 49 anos,2024,500
Vila Nova da Barquinha,Santarém,2022,55 - 59 anos,2024,524
Vila Nova da Barquinha,Santarém,2022,Total,2024,7277
Vila Nova da Barquinha,Santarém,2023,0 - 4 anos,2024,296
Vila Nova da Barquinha,Santarém,2023,25 - 29 anos,2024,305
Vila Nova da Barquinha,Santarém,2023,80 - 84 anos,2024,349
Vila Nova da Barquinha,Santarém,2023,15 - 19 anos,2024,356
Vila Nova da Barquinha,Santarém,2023,5 - 9 anos,2024,362
Vila Nova da Barquinha,Santarém,2023,10 - 14 anos,2024,363
Vila Nova da Barquinha,Santarém,2023,20 - 24 anos,2024,370
Vila Nova da Barquinha,Santarém,2023,85 e mais anos,2024,370
Vila Nova da Barquinha,Santarém,2023,30 - 34 anos,2024,372
Vila Nova da Barquinha,Santarém,2023,70 - 74 anos,2024,415
Vila Nova da Barquinha,Santarém,2023,75 - 79 anos,2024,422
Vila Nova da Barquinha,Santarém,2023,35 - 39 anos,2024,438
Vila Nova da Barquinha,Santarém,2023,65 - 69 anos,2024,473
Vila Nova da Barquinha,Santarém,2023,60 - 64 anos,2024,483
Vila Nova da Barquinha,Santarém,2023,50 - 54 anos,2024,489
Vila Nova da Barquinha,Santarém,2023,40 - 44 anos,2024,517
Vila Nova da Barquinha,Santarém,2023,45 - 49 anos,2024,530
Vila Nova da Barquinha,Santarém,2023,55 - 59 anos,2024,559
Vila Nova da Barquinha,Santarém,2023,Total,2024,7469
Vila Nova da Barquinha,Santarém,2024,0 - 4 anos,2024,302
Vila Nova da Barquinha,Santarém,2024,80 - 84 anos,2024,334
Vila Nova da Barquinha,Santarém,2024,25 - 29 anos,2024,344
Vila Nova da Barquinha,Santarém,2024,15 - 19 anos,2024,352
Vila Nova da Barquinha,Santarém,2024,20 - 24 anos,2024,362
Vila Nova da Barquinha,Santarém,2024,30 - 34 anos,2024,363
Vila Nova da Barquinha,Santarém,2024,5 - 9 anos,2024,377
Vila Nova da Barquinha,Santarém,2024,85 e mais anos,2024,392
Vila Nova da Barquinha,Santarém,2024,10 - 14 anos,2024,395
Vila Nova da Barquinha,Santarém,2024,70 - 74 anos,2024,413
Vila Nova da Barquinha,Santarém,2024,75 - 79 anos,2024,430
Vila Nova da Barquinha,Santarém,2024,35 - 39 anos,2024,438
Vila Nova da Barquinha,Santarém,2024,65 - 69 anos,2024,473
Vila Nova da Barquinha,Santarém,2024,60 - 64 anos,2024,505
Vila Nova da Barquinha,Santarém,2024,45 - 49 anos,2024,510
Vila Nova da Barquinha,Santarém,2024,50 - 54 anos,2024,516
Vila Nova da Barquinha,Santarém,2024,40 - 44 anos,2024,533
Vila Nova da Barquinha,Santarém,2024,55 - 59 anos,2024,555
Vila Nova da Barquinha,Santarém,2024,Total,2024,7594
Vila Nova da Barquinha,Santarém,2025,55 - 59 anos,2024,527
Vila Nova da Barquinha,Santarém,2025,60 - 64 anos,2024,497
Vila Nova da Barquinha,Santarém,2025,65 - 69 anos,2024,480
Vila Nova da Barquinha,Santarém,2025,70 - 74 anos,2024,422
Vila Nova da Barquinha,Santarém,2025,75 - 79 anos,2024,427
Vila Nova da Barquinha,Santarém,2025,80 - 84 anos,2024,320
Vila Nova da Barquinha,Santarém,2025,85 e mais anos,2024,403
Vila Nova da Barquinha,Santarém,2025,Total,2024,7742
Vila Nova da Barquinha,Santarém,2025,0 - 4 anos,2024,305
Vila Nova da Barquinha,Santarém,2025,5 - 9 anos,2024,400
Vila Nova da Barquinha,Santarém,2025,10 - 14 anos,2024,392
Vila Nova da Barquinha,Santarém,2025,15 - 19 anos,2024,372
Vila Nova da Barquinha,Santarém,2025,20 - 24 anos,2024,365
Vila Nova da Barquinha,Santarém,2025,25 - 29 anos,2024,370
Vila Nova da Barquinha,Santarém,2025,30 - 34 anos,2024,388
Vila Nova da Barquinha,Santarém,2025,35 - 39 anos,2024,452
Vila Nova da Barquinha,Santarém,2025,40 - 44 anos,2024,535
Vila Nova da Barquinha,Santarém,2025,45 - 49 anos,2024,530
Vila Nova da Barquinha,Santarém,2025,50 - 54 anos,2024,557
Vila Nova de Cerveira,Viana do Castelo,2020,5 - 9 anos,2013,305
Vila Nova de Cerveira,Viana do Castelo,2020,0 - 4 anos,2013,339
Vila Nova de Cerveira,Viana do Castelo,2020,85 e mais anos,2013,363
Vila Nova de Cerveira,Viana do Castelo,2020,80 - 84 anos,2013,367
Vila Nova de Cerveira,Viana do Castelo,2020,20 - 24 anos,2013,419
Vila Nova de Cerveira,Viana do Castelo,2020,10 - 14 anos,2013,423
Vila Nova de Cerveira,Viana do Castelo,2020,15 - 19 anos,2013,439
Vila Nova de Cerveira,Viana do Castelo,2020,75 - 79 anos,2013,459
Vila Nova de Cerveira,Viana do Castelo,2020,25 - 29 anos,2013,471
Vila Nova de Cerveira,Viana do Castelo,2020,30 - 34 anos,2013,473
Vila Nova de Cerveira,Viana do Castelo,2020,35 - 39 anos,2013,547
Vila Nova de Cerveira,Viana do Castelo,2020,55 - 59 anos,2013,559
Vila Nova de Cerveira,Viana do Castelo,2020,70 - 74 anos,2013,594
Vila Nova de Cerveira,Viana do Castelo,2020,60 - 64 anos,2013,608
Vila Nova de Cerveira,Viana do Castelo,2020,65 - 69 anos,2013,615
Vila Nova de Cerveira,Viana do Castelo,2020,40 - 44 anos,2013,631
Vila Nova de Cerveira,Viana do Castelo,2020,50 - 54 anos,2013,645
Vila Nova de Cerveira,Viana do Castelo,2020,45 - 49 anos,2013,676
Vila Nova de Cerveira,Viana do Castelo,2020,Total,2013,8933
Vila Nova de Cerveira,Viana do Castelo,2021,5 - 9 anos,2024,336
Vila Nova de Cerveira,Viana do Castelo,2021,0 - 4 anos,2024,338
Vila Nova de Cerveira,Viana do Castelo,2021,80 - 84 anos,2024,377
Vila Nova de Cerveira,Viana do Castelo,2021,85 e mais anos,2024,396
Vila Nova de Cerveira,Viana do Castelo,2021,15 - 19 anos,2024,418
Vila Nova de Cerveira,Viana do Castelo,2021,10 - 14 anos,2024,437
Vila Nova de Cerveira,Viana do Castelo,2021,20 - 24 anos,2024,455
Vila Nova de Cerveira,Viana do Castelo,2021,75 - 79 anos,2024,470
Vila Nova de Cerveira,Viana do Castelo,2021,30 - 34 anos,2024,509
Vila Nova de Cerveira,Viana do Castelo,2021,65 - 69 anos,2024,544
Vila Nova de Cerveira,Viana do Castelo,2021,35 - 39 anos,2024,545
Vila Nova de Cerveira,Viana do Castelo,2021,25 - 29 anos,2024,561
Vila Nova de Cerveira,Viana do Castelo,2021,55 - 59 anos,2024,573
Vila Nova de Cerveira,Viana do Castelo,2021,70 - 74 anos,2024,583
Vila Nova de Cerveira,Viana do Castelo,2021,60 - 64 anos,2024,594
Vila Nova de Cerveira,Viana do Castelo,2021,50 - 54 anos,2024,635
Vila Nova de Cerveira,Viana do Castelo,2021,40 - 44 anos,2024,636
Vila Nova de Cerveira,Viana do Castelo,2021,45 - 49 anos,2024,715
Vila Nova de Cerveira,Viana do Castelo,2021,Total,2024,9122
Vila Nova de Cerveira,Viana do Castelo,2022,0 - 4 anos,2024,338
Vila Nova de Cerveira,Viana do Castelo,2022,80 - 84 anos,2024,376
Vila Nova de Cerveira,Viana do Castelo,2022,5 - 9 anos,2024,385
Vila Nova de Cerveira,Viana do Castelo,2022,10 - 14 anos,2024,421
Vila Nova de Cerveira,Viana do Castelo,2022,85 e mais anos,2024,421
Vila Nova de Cerveira,Viana do Castelo,2022,75 - 79 anos,2024,474
Vila Nova de Cerveira,Viana do Castelo,2022,15 - 19 anos,2024,476
Vila Nova de Cerveira,Viana do Castelo,2022,20 - 24 anos,2024,509
Vila Nova de Cerveira,Viana do Castelo,2022,65 - 69 anos,2024,573
Vila Nova de Cerveira,Viana do Castelo,2022,70 - 74 anos,2024,578
Vila Nova de Cerveira,Viana do Castelo,2022,55 - 59 anos,2024,579
Vila Nova de Cerveira,Viana do Castelo,2022,60 - 64 anos,2024,596
Vila Nova de Cerveira,Viana do Castelo,2022,25 - 29 anos,2024,615
Vila Nova de Cerveira,Viana do Castelo,2022,30 - 34 anos,2024,618
Vila Nova de Cerveira,Viana do Castelo,2022,35 - 39 anos,2024,626
Vila Nova de Cerveira,Viana do Castelo,2022,50 - 54 anos,2024,675
Vila Nova de Cerveira,Viana do Castelo,2022,40 - 44 anos,2024,689
Vila Nova de Cerveira,Viana do Castelo,2022,45 - 49 anos,2024,742
Vila Nova de Cerveira,Viana do Castelo,2022,Total,2024,9691
Vila Nova de Cerveira,Viana do Castelo,2023,0 - 4 anos,2024,338
Vila Nova de Cerveira,Viana do Castelo,2023,80 - 84 anos,2024,374
Vila Nova de Cerveira,Viana do Castelo,2023,5 - 9 anos,2024,393
Vila Nova de Cerveira,Viana do Castelo,2023,10 - 14 anos,2024,407
Vila Nova de Cerveira,Viana do Castelo,2023,85 e mais anos,2024,434
